Ref,Val,Package,PosX,PosY,Rot,Side
"R62","330","R_0402_1005Metric",247.910000,-132.033335,180.000000,top
"R63","330","R_0402_1005Metric",258.385000,-137.438335,0.000000,top
"R64","330","R_0402_1005Metric",247.990000,-135.233334,180.000000,top
"R65","330","R_0402_1005Metric",247.990000,-136.666667,180.000000,top
"R66","330","R_0402_1005Metric",247.990000,-138.100000,180.000000,top
"R67","330","R_0402_1005Metric",247.990000,-139.533333,180.000000,top
"R68","330","R_0402_1005Metric",247.990000,-140.966666,180.000000,top
"R69","330","R_0402_1005Metric",247.990000,-142.399999,180.000000,top
"R70","330","R_0402_1005Metric",247.990000,-143.833334,180.000000,top
"R71","330","R_0402_1005Metric",145.366667,-161.282000,0.000000,top
"R72","330","R_0402_1005Metric",133.991667,-159.848667,180.000000,top
"R73","330","R_0402_1005Metric",133.991667,-161.282000,180.000000,top
"R74","330","R_0402_1005Metric",133.991667,-162.715333,180.000000,top
"R75","330","R_0402_1005Metric",133.991667,-164.148666,180.000000,top
"R76","330","R_0402_1005Metric",133.991667,-165.581999,180.000000,top
"R77","330","R_0402_1005Metric",133.991667,-167.015332,180.000000,top
"R78","330","R_0402_1005Metric",133.991667,-168.448667,180.000000,top
"R79","330","R_0402_1005Metric",145.375000,-149.433333,0.000000,top
"R80","330","R_0402_1005Metric",134.000000,-148.000000,180.000000,top
"R81","330","R_0402_1005Metric",134.000000,-149.433333,180.000000,top
"R82","330","R_0402_1005Metric",134.000000,-150.866666,180.000000,top
"R83","330","R_0402_1005Metric",134.000000,-152.299999,180.000000,top
"R84","330","R_0402_1005Metric",134.000000,-153.733332,180.000000,top
"R85","330","R_0402_1005Metric",134.000000,-155.166665,180.000000,top
"R86","330","R_0402_1005Metric",134.000000,-156.600000,180.000000,top
"R87","330","R_0402_1005Metric",258.385000,-149.628335,0.000000,top
"R88","330","R_0402_1005Metric",247.910000,-147.433335,180.000000,top
"R89","330","R_0402_1005Metric",247.910000,-148.866668,180.000000,top
"R90","330","R_0402_1005Metric",247.910000,-150.300001,180.000000,top
"R91","330","R_0402_1005Metric",247.910000,-151.733334,180.000000,top
"R92","330","R_0402_1005Metric",247.910000,-153.166667,180.000000,top
"R93","330","R_0402_1005Metric",247.910000,-154.600000,180.000000,top
"R94","330","R_0402_1005Metric",247.910000,-156.033335,180.000000,top
"R95","330","R_0402_1005Metric",258.385000,-161.438335,0.000000,top
"R96","330","R_0402_1005Metric",247.990000,-159.233334,180.000000,top
"R97","330","R_0402_1005Metric",247.990000,-160.666667,180.000000,top
"R98","330","R_0402_1005Metric",247.990000,-162.100000,180.000000,top
"R99","330","R_0402_1005Metric",247.990000,-163.533333,180.000000,top
"R100","330","R_0402_1005Metric",247.990000,-164.966666,180.000000,top
"R101","330","R_0402_1005Metric",247.990000,-166.399999,180.000000,top
"R102","330","R_0402_1005Metric",247.990000,-167.833334,180.000000,top
"R103","330","R_0402_1005Metric",145.366667,-185.282000,0.000000,top
"R104","330","R_0402_1005Metric",133.991667,-183.848667,180.000000,top
"R105","330","R_0402_1005Metric",133.991667,-185.282000,180.000000,top
"R106","330","R_0402_1005Metric",133.991667,-186.715333,180.000000,top
"R107","330","R_0402_1005Metric",133.991667,-188.148666,180.000000,top
"R108","330","R_0402_1005Metric",133.991667,-189.581999,180.000000,top
"R109","330","R_0402_1005Metric",133.991667,-191.015332,180.000000,top
"R110","330","R_0402_1005Metric",133.991667,-192.448667,180.000000,top
"R111","330","R_0402_1005Metric",145.375000,-173.433333,0.000000,top
"R112","330","R_0402_1005Metric",134.000000,-172.000000,180.000000,top
"R113","330","R_0402_1005Metric",134.000000,-173.433333,180.000000,top
"R114","330","R_0402_1005Metric",134.000000,-174.866666,180.000000,top
"R115","330","R_0402_1005Metric",134.000000,-176.299999,180.000000,top
"R116","330","R_0402_1005Metric",134.000000,-177.733332,180.000000,top
"R117","330","R_0402_1005Metric",134.000000,-179.166665,180.000000,top
"R118","330","R_0402_1005Metric",134.000000,-180.600000,180.000000,top
"R119","330","R_0402_1005Metric",258.385000,-173.628335,0.000000,top
"R120","330","R_0402_1005Metric",247.910000,-171.433335,180.000000,top
"R121","330","R_0402_1005Metric",247.910000,-172.866668,180.000000,top
"R122","330","R_0402_1005Metric",247.910000,-174.300001,180.000000,top
"R123","330","R_0402_1005Metric",247.910000,-175.733334,180.000000,top
"R124","330","R_0402_1005Metric",247.910000,-177.166667,180.000000,top
"R125","330","R_0402_1005Metric",247.910000,-178.600000,180.000000,top
"R126","330","R_0402_1005Metric",247.910000,-180.033335,180.000000,top
"R127","330","R_0402_1005Metric",258.385000,-185.438335,0.000000,top
"R128","330","R_0402_1005Metric",247.990000,-183.233334,180.000000,top
"R129","330","R_0402_1005Metric",247.990000,-184.666667,180.000000,top
"R130","330","R_0402_1005Metric",247.990000,-186.100000,180.000000,top
"R131","330","R_0402_1005Metric",247.990000,-187.533333,180.000000,top
"R132","330","R_0402_1005Metric",247.990000,-188.966666,180.000000,top
"R133","330","R_0402_1005Metric",247.990000,-190.399999,180.000000,top
"R134","330","R_0402_1005Metric",247.990000,-191.833334,180.000000,top
"U1","TPS54331DR","SOIC-8_3.9x4.9mm_P1.27mm",108.700000,-167.500000,0.000000,top
"U2","STM32F103C8T6","LQFP-48_7x7mm_P0.5mm",111.187500,-152.137500,180.000000,top
"U3","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",139.675000,-104.595000,0.000000,top
"U4","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",139.675000,-116.405000,0.000000,top
"U5","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",253.325000,-104.595000,0.000000,top
"U6","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",253.325000,-116.405000,0.000000,top
"U7","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",139.675000,-140.405000,0.000000,top
"U8","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",139.675000,-128.595000,0.000000,top
"U9","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",253.325000,-128.595000,0.000000,top
"U10","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",253.325000,-140.405000,0.000000,top
"U11","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",139.675000,-164.405000,0.000000,top
"U12","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",139.675000,-152.595000,0.000000,top
"U13","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",253.325000,-152.595000,0.000000,top
"U14","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",253.325000,-164.405000,0.000000,top
"U15","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",139.675000,-188.405000,0.000000,top
"U16","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",139.675000,-176.595000,0.000000,top
"U17","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",253.325000,-176.595000,0.000000,top
"U18","74HC595","SOIC-16_3.9x9.9mm_P1.27mm",253.325000,-188.405000,0.000000,top
"Y1","16MHz","Crystal_SMD_3225-4Pin_3.2x2.5mm",120.400000,-153.751000,90.000000,top
